Trip ID,Taxi ID,customer_id,credit_card_number,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location
001642fa0c41dbfbd0d148be8f042c9f63fce648,a44aeb86b7ca082e2995fdbf1d80431e967832855d10498fbe95156d68d1ef73e2b4997cf8685e906fd77d5d4e78f19583d14e54c057140cd8984d5876c174b0,229,30452428344565 ,1/22/2024 9:45,1/22/2024 10:00,553,1.31,17031281900,17031320100,28,32,7.5,3,0,0,11,Credit Card,City Service,41.87925508,-87.642649,POINT (-87.642648998 41.8792550844),41.88498719,-87.62099291,POINT (-87.6209929134 41.8849871918)
00166994d51564dd886aead3480db2f0bd67680c,f5eb0a822a607eab0ed4a970d1ccc3728a500fe45f7476cf4eeffadf4b8eab63af533fe1cf82d1bbd30f0c152b8b29086fe542aaa0ad14210b2a7a9f567b973d,957,4935244213921860 ,1/13/2024 6:30,1/13/2024 7:00,1617,13.24,,,3,,34.25,0,0,0,34.25,Prcard,Sun Taxi,41.96581197,-87.65587879,POINT (-87.6558787862 41.96581197),,,
00166bd22ee9679bb0da192d678bd578a88804f9,b8a5f651f4f7a0d48ff297f0d11840aac9079a42ebd3fc5a2449322107ffc02fc865ff5fb7bca1609d727b904d30aabe137eca8bbff35e6b5b2326862834fee7,547,3500851295182150 ,1/11/2024 8:15,1/11/2024 8:15,472,0.77,17031280100,17031839100,28,32,6.5,0,0,0,6.5,Cash,Flash Cab,41.88530002,-87.64280847,POINT (-87.6428084655 41.8853000224),41.88099447,-87.63274649,POINT (-87.6327464887 41.8809944707)
00167a6d363a74d14b73aa16ededd6067c8388b4,55046f224fe55c857982adc1eeda0d2b083e3b1c1eab1a846a32ae00a5e9816b230f541701c71664606a6ce8a5c5a32d57170cf6b219fef58082da5587080e95,400,180019737835944 ,1/3/2024 15:00,1/3/2024 15:15,120,0,17031081800,17031081000,8,8,4.25,0,0,0,4.25,Cash,Taxi Affiliation Services,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.90026569,-87.63210922,POINT (-87.6321092196 41.9002656868)
00169d8db0527963a25270f375d7ab27e01c8d1c,5e567bd49baf3bc1852fe0810d441c6fa55d74ebb0b7a6c1b0d58e3ad8d6b0f229c2a8ccd6c93d16b367cec1ca7406f33e5bc4adcacacbe513130d256ac01722,336,2285995858099310 ,1/11/2024 8:15,1/11/2024 8:30,1003,6.98,,,8,77,20.5,3,0,0,23.5,Prcard,Flash Cab,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.9867118,-87.66341641,POINT (-87.6634164054 41.9867117999)
02a9ff24bac28cee091d88ee0ce58910ea97badf,6c87f1d023a9d7146ae81b6aa4648bf98cec52cceb9f0854f80a246c81d94ffae05dd954ea58f3a3e82f2bc4793dc9cd826a6c3fdd5af3640dae2c2fe06e387e,660,3522827479707410 ,1/3/2024 9:30,1/3/2024 9:30,0,0.2,,,,,3.5,0,0,0,3.5,Cash,Taxi Affiliation Services,,,,,,
00169e54472badb2436e5f01ad0bfc7dd901f6f0,cdf53c112ed6bd1710f48ad3c3f6fe3001d9539732fb243ba5e33d6193c5484b9a77ffa37e430c7deae1da85753fbcc16e37882d0103efeb75fa889c61237015,703,213170990010484 ,1/1/2024 3:15,1/1/2024 3:45,1275,3.79,,,1,1,14.5,0,0,0,14.5,Cash,City Service,42.00962288,-87.67016686,POINT (-87.6701668569 42.0096228806),42.00962288,-87.67016686,POINT (-87.6701668569 42.0096228806)
0016b276bca945870fc0bd9a57a9ee908d408473,cefcf124c1b1156a94b0d3c6edd07763849c63f800638f3fc436c7fa380a3b2816da93bfb9770a3815bfb17cce670956e235f5d541d15497aa8e775e97c7ce49,77,4713077302531 ,1/6/2024 23:30,1/6/2024 23:45,1200,0.7,,,76,22,39,9,0,5.5,53.5,Credit Card,Taxi Affiliation Services,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.92276062,-87.69915534,POINT (-87.6991553432 41.9227606205)
0016b5d111c0082a5dc2ea68878d83a999f6cc5f,2e3d5a644579e645b2f9e531459f8bc1d2c99d7312d04a6619ba199fd58f06a3f11f395dea90b0110da0ae82bbee0988cb3390b7903ba9d5c114c964a6a1b60c,397,3567847745420100 ,1/27/2024 23:45,1/28/2024 0:00,900,8.2,,,1,8,22.25,0,0,0,22.25,Unknown,Taxi Affiliation Services,42.00962288,-87.67016686,POINT (-87.6701668569 42.0096228806),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
001731746b03d1d2470d9490c22fc7de952af4c0,71d19421e844644dbbb38b1598fd85f794b9d37fa5f68887b4591f620a894dc5f1253cfbccf8029d031f29a6c81bdb58facf740697897a1be20852b4c8f3fa2a,696,30521003472221 ,1/26/2024 20:30,1/26/2024 20:45,1507,12.69,17031980100,17031081403,56,8,33.5,9.5,0,4,47.5,Credit Card,Medallion Leasin,41.78599852,-87.75093429,POINT (-87.7509342894 41.785998518),41.89092203,-87.61886836,POINT (-87.6188683546 41.8909220259)
0017383dd9cdbe2d85949ad21f2512a9cd31472e,64b71bd4e488e9c5571cdfcca045e7cb7a4abb0931f17b9689b4049c2a71df3161c216d73fd2cb53ba148afc4bb00df5bcdc9790cd679e9000319c12e37217e3,706,4958574340180010 ,1/6/2024 19:15,1/6/2024 19:30,983,1.52,17031320600,17031081500,32,8,10,0,0,1,11,Cash,Flash Cab,41.87060737,-87.62217294,POINT (-87.6221729369 41.8706073724),41.89250778,-87.62621491,POINT (-87.6262149064 41.8925077809)
0017478bd0c500995b68b63d13e1094407f1910f,7626f57cb67f910f5897211d1e0a49951794898eaa67b24c80799017553e91cb7f6856c91bcf470d79e766a96f065bc836b2bb8d67eecc5fa8eff1a14b62e13a,133,3589410680164270 ,1/23/2024 17:45,1/23/2024 18:15,2280,9.2,17031330100,17031842300,33,24,27.75,4,0,0,31.75,Credit Card,Taxi Affiliation Services,41.85934972,-87.61735801,POINT (-87.6173580061 41.859349715),41.89830587,-87.65361398,POINT (-87.6536139825 41.8983058696)
00179c12478009adf6f2bfd6d69825c59e6292af,1e17dd9f6bce9b805ec3f6c6b510caa5a64e4b67e9f3b79fa7ca1781d0c7970d6b754f429a79075c22e353586076b9f2f6856e8f98b31f5022751d7eb321069b,608,6011969228883620 ,1/27/2024 21:00,1/27/2024 21:30,1142,6,,,32,6,18.25,0,0,1,19.25,Cash,City Service,41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841),41.9442266,-87.65599818,POINT (-87.6559981815 41.9442266014)
0017a1dd59c7ac9a0d3a4c6cfe412e992afdc950,cbc1c8b30474acd6877914b8d2765f586fe8ca12ae4b6e5d33d10ebeb949827195529ac14e387d2f9c6c18a9a5a9808eef9ef8f048eaa29c245f90fcbd56ee5e,357,4966743777672 ,1/16/2024 19:45,1/16/2024 19:45,600,1.09,17031081800,17031839100,8,32,7.5,2,0,0,10,Credit Card,Blue Ribbon Taxi Association,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.88099447,-87.63274649,POINT (-87.6327464887 41.8809944707)
0017a43dd234ea4b85d00ab95683aa7439bf6bca,502a000e4ee99c96dc9964f2994671b57b73fd6902e2342ce2c0a2964ccac777078c7f455e928fecd64cc01571af88a107fc0341b5a5b8cf2d5f06212d972cd9,986,4075208016878680000 ,1/29/2024 14:45,1/29/2024 14:45,615,3.97,,,41,35,12.75,0,0,0,12.75,Prcard,Flash Cab,41.79409025,-87.59231086,POINT (-87.592310855 41.794090253),41.83511799,-87.61867777,POINT (-87.6186777673 41.8351179863)
0017a5db2e096da9767d07972f53bdd6e84d8d2b,2eda36427e0a5394e90d77488294cd75e2fd87f04acb02c2db58dcfcf473ee221e5404b47fad3df4874a934c12a36244bbadb66f265cbab0c3ff00aa25ac3ed0,874,676180123603 ,1/26/2024 18:15,1/26/2024 19:15,3547,26.93,,,76,34,66.5,15.2,0,9,91.2,Mobile,Taxicab Insurance Agency Llc,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.84207612,-87.63397342,POINT (-87.6339734222 41.8420761168)
0017c45f496b43f1f436a9b48a71d242b8ee16f1,0881b7b36b4aad06e5ee59472465b15a6620637f694aae59e671eae69d6813cbce85e8da46949f71f5bd94b08f1db3323debbd8333302d97d22584ef366b2e10,264,4796636684605310 ,1/12/2024 18:45,1/12/2024 19:00,1200,9.4,,,32,43,25.25,0,0,0,25.25,Unknown,Taxi Affiliation Services,41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841),41.76157791,-87.57278199,POINT (-87.5727819867 41.7615779081)
001805665cfc7885557c87a1dcde832e623fff6a,df78a9555ae5e9041d230bb2f8e1ed8386a1a2a6e52baa0fc3c66bbf9272e28ef537816479fd8556374143c5b220f4bcb05f798ce82cad9a1ee7433f9912dd6e,989,630480122252 ,1/23/2024 14:30,1/23/2024 14:45,780,2.2,,,32,8,9.75,2.05,0,0,11.8,Credit Card,Chicago City Taxi Association,41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
001817032b1310670311375c09a97f3aa5a76a2f,97c6416993b8151c499cefeb4d036a85605d391a116b3c657d1215fd8f93106709b2851350eb9b6a88cb995c432a1798982507eda6b3cf580366764ab860d357,552,180066886831323 ,1/8/2024 2:45,1/8/2024 3:00,1260,20.4,,,76,,39.25,0,0,34.5,73.75,Dispute,Choice Taxi Association,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),,,
00182b6dc10d64b6ba35a03e509f1dea4e7924d3,93d7461f270fbd0bf1d961575942b018e48b4098378028d423e13688ba8befe94ed7cd8744ffce46fc21a8d0dbcb992617e81701245405431b64ccfe369f092b,287,3570464714306430 ,1/21/2024 18:00,1/21/2024 18:30,1388,11.38,,,35,49,30.25,0,0,0,30.25,Prcard,Sun Taxi,41.83511799,-87.61867777,POINT (-87.6186777673 41.8351179863),41.70658788,-87.62336651,POINT (-87.6233665115 41.7065878819)
00186e434a3d9999b9520940fc7d789a42b93435,25e9bbb9704eb82311a4d4036baba6451cd27138c4d6eb6f6ebdb8dbbdb8b1a7168beeb4509d61192f9adb55c53b9024749d15445da9e429a4d11a1765084a35,959,3579917506818390 ,1/4/2024 12:00,1/4/2024 12:00,372,0.88,,,36,39,6,0,0,0,6,Prcard,Sun Taxi,41.82371281,-87.60235044,POINT (-87.6023504372 41.8237128095),41.80891628,-87.59618334,POINT (-87.5961833442 41.8089162826)
0018acae142e7ad980ea22e8337c9725afd3b10d,19bdccbc936f2f02882b69fd9e71ad97b9e783ba96a8c3b7a9d74a663cb1cd5f074aeab77e616155a3d5e642c1a665289f25b4fd1639ab153f98c864b782d8ff,11,4528685873750 ,1/22/2024 18:00,1/22/2024 18:30,1482,4.13,,,33,8,16,0,0,0,16,Cash,Flash Cab,41.85718386,-87.62033462,POINT (-87.6203346241 41.8571838585),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
0018e230bf16fbb2266a6dda09262603b431bd87,8746d74ae224c45a8574504870718261238cb520b112531763948f16de37629e95991d014a1db76afbc21e02fd4103c1a811b2fd22d978cfceee331156254e49,528,4420892147003270000 ,1/3/2024 10:15,1/3/2024 10:45,1644,9.24,,,8,3,26.25,0,0,1,27.25,Prcard,Flash Cab,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.96581197,-87.65587879,POINT (-87.6558787862 41.96581197)
001903b42261ac0aa32f1e5912ea4f073a8c16ac,3b295120b1558a64a307f977d42c37a1aa7aaee18718061d9ec37711c5587e7c1fbc04855f6eefe12b0ff1cb80824adcde4da9f640d53c148d0c71111e06241f,162,3522480374263510 ,1/11/2024 21:30,1/11/2024 21:45,1623,16.26,17031980000,17031080100,76,8,41.25,9.15,0,4,54.9,Mobile,Globe Taxi,41.97907082,-87.90303966,POINT (-87.9030396611 41.9790708201),41.90752008,-87.6266589,POINT (-87.6266589003 41.9075200747)
001906efc3f68d342b88f5bbf473cd900493674e,3f68542d52a06c2f726a08b3888acb6e7979a3ade1b74c38c2d8d3932377185103d527e0a018b407d71e80217caa2a9335c74cc0dabf9f13141cf5875ef051b0,929,213162923180633 ,1/11/2024 23:00,1/11/2024 23:00,0,0,,,68,68,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,41.77719626,-87.64249753,POINT (-87.6424975271 41.7771962546),41.77719626,-87.64249753,POINT (-87.6424975271 41.7771962546)
00191cea301f10a3fb4a466bc64243ec42df36b6,b83ba3da1a4bc2a686d885ec2f802c3f256c518d93816ce9cf5322c1ab057d8ca4a6ad2891d6c2a5b311f1ed0e48c85720d20e1d7b20d77f50e15b94fe0a4625,125,675933415050 ,1/30/2024 14:15,1/30/2024 14:15,720,0,,,76,,16.25,5.35,0,10,31.6,Credit Card,Taxi Affiliation Services,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),,,
001947afc1308b14afc89a2fb24e6a60fe6749c8,1061d157b2a98a1b1e7871639b836de5fb521101d08d736af9eaa6700648adb48fb8df7f97970cc6b2a7bd6da5840251530b3cccb10d81a56f3779ba7a1354ba,625,38091505906250 ,1/24/2024 10:45,1/24/2024 10:45,6,0,,,,,3.25,0,0,0,3.25,Prcard,5 Star Taxi,,,,,,
00195d6d7ff67f72a41f6bda69df9ce5a925708c,5c34774d7f085ba650e743a8c07f3f9d5c78a19102b22fedfc6b1781c49e3300b6a7bb35a1f4fa87738713a590d8bd6cda2496bf224ca023935ab0e3759935b9,777,4416405189067540 ,1/30/2024 10:00,1/30/2024 10:00,590,1.6,17031839100,17031081300,32,8,8.25,0,0,0,8.25,Cash,Sun Taxi,41.88099447,-87.63274649,POINT (-87.6327464887 41.8809944707),41.89833179,-87.62076287,POINT (-87.6207628651 41.8983317935)
0019ce0e481dd1cc9b533baf493d883cd0485a3a,51e37146cd6467734e50a00ffe2ebbb77ee35e5f2078170a20f6737a68d947bb414cbcd35da3e6c0debb5cab2f52437452937a1dbd8ebb49c993dee21d202448,309,180039967387507 ,1/12/2024 12:15,1/12/2024 12:15,4,0,17031081403,17031081403,8,8,3.25,15,0,0,18.75,Credit Card,Medallion Leasin,41.89092203,-87.61886836,POINT (-87.6188683546 41.8909220259),41.89092203,-87.61886836,POINT (-87.6188683546 41.8909220259)
0019f8cec943d5f37c64dee73dfeb27a2bc515e8,7a0209043c33e3264422812d2d672597fece40326c6642b4ce6f6b8a3fc97f6987bfc59a9bcc8bb4835b1005d654b46396f846174c1a570028333941f896ed2e,973,180046005691071 ,1/25/2024 13:00,1/25/2024 13:30,1767,16.64,,,32,,41.25,5,0,1,47.75,Credit Card,Taxicab Insurance Agency Llc,41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841),,,
001a2a8a46c556a49d24da0ed82a5f5b955fe6f7,d40dae7ea46d61abca67eb53b157fe9cf0b485cca6dce122604588a69aa6c4b6b78e0e5c5fd11f9702babd94016122df1d328a459c8b7de2cb37a1bad947b1fe,701,343219505414377 ,1/13/2024 16:30,1/13/2024 17:00,1852,5.86,,,2,,19,0,0,0,19,Cash,Globe Taxi,42.00157103,-87.69501259,POINT (-87.6950125892 42.001571027),,,
001a2d211de446ba24f4712a774939ade1615e49,c3ddd11fcfdecc050d52c55e4803fe0795be73d4626aaaaf362857d7e6564c8ffc88cb766846b4b88d262d6654a17f34b9f4d760bc1662f8d6d838e8cb10878b,869,4476819593416990000 ,1/13/2024 10:15,1/13/2024 10:15,212,0.56,,,8,8,4.75,0,0,0,7.25,Cash,5 Star Taxi,41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
001a55712722f0e93be3384a337ade54c9170026,591d85abb4783a2c718fcfab9e379e138f916c91d01473021ce072a614a579588ce7f18ed2f0f91b487adfb0c3406ab233e917b2ab9c06532e07948f3c971477,562,4437558960839670 ,1/27/2024 20:15,1/27/2024 21:00,2760,23.4,,,76,7,57.75,12.75,0,5.5,76,Credit Card,U Taxicab,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.92268628,-87.64948873,POINT (-87.6494887289 41.9226862843)
001a6555ab07f354ac4069eab5c308dd4eaacf47,b7c6b5a428fe506020616ac0ec9e78e763965c4e26aedb655425edf18abdb0657ca0ad284812692584c7283f01649b91ed3ac1a35541636abf42413e2a905828,352,502095034307 ,1/18/2024 13:30,1/18/2024 13:45,420,2.1,,,35,39,8.25,0,0,0,8.25,Unknown,Taxi Affiliation Services,41.83511799,-87.61867777,POINT (-87.6186777673 41.8351179863),41.80891628,-87.59618334,POINT (-87.5961833442 41.8089162826)
001a853481553cf25367b78672354a8e89d6c242,eef60e7bb68695582d37bf6722680d0861b302db224b029e65acb53ce06dac40de0a362bdc8f5e1123488812d91ea2ecfe96b90f2dc522e821bf427a2b8a439b,246,30114049203022 ,1/24/2024 11:30,1/24/2024 11:45,750,2.98,17031081201,17031330100,8,33,11.25,0,0,0,11.25,Cash,Flash Cab,41.89915561,-87.62621053,POINT (-87.6262105324 41.8991556134),41.85934972,-87.61735801,POINT (-87.6173580061 41.859349715)
001ababdf1648df6a02d76ad1a3ae5f26d966aa9,395dcd217a01d0788b58f486bcda2bc7e4c117a7d361ae6bdca683510a6d61aab08964848d54579eb6f67db5ff4069b5f6fbad768c020b56aa217387f5daebbd,545,4910300841885 ,1/22/2024 15:15,1/22/2024 15:30,1139,3.21,17031081500,17031841000,8,33,13.5,2.5,0,1,17.5,Credit Card,Flash Cab,41.89250778,-87.62621491,POINT (-87.6262149064 41.8925077809),41.84924675,-87.6241353,POINT (-87.6241352979 41.8492467545)
001ac60971123bade0ddfc3a83a9799a640f15ff,5f7ed3b85e559a6b0825eb09f1ea0409cdb2b59d28790559721e228fb89aadbbae79a6bd16b6f4a1c8ad5a3850b0349694649787a69a152523c55a13b60065ca,845,30058948721545 ,1/10/2024 8:30,1/10/2024 8:45,735,2.22,17031081100,17031833000,8,28,10.79,3.04,0,0,13.83,Mobile,Chicago Taxicab,41.9002213,-87.62910519,POINT (-87.6291051864 41.9002212967),41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201)
001ad97c08e64a607b12c1abebbd9d54645d23a5,99a996d079da15de20cb43da904ab1dfa54610da249cf2d04551ee0da726da7440a0733350f922be3b5ac6b14c2e3200aa5d2568c4862047e7d0a0a35ec97e69,770,180072080218358 ,1/2/2024 16:00,1/2/2024 16:30,1960,13.04,,,40,3,33.5,0,0,0,33.5,Prcard,Flash Cab,41.79235722,-87.61793138,POINT (-87.6179313803 41.7923572233),41.96581197,-87.65587879,POINT (-87.6558787862 41.96581197)
001b45fb611d0a720696a47b3460731cf3ebe6f9,1b7aef0344f45914e7942efad05553934fe222c880a1cb19de79fbf7c4c42213cb82f74d26f02a4ef8f42bdba220392fef9e31be732048be89111a59fedafbf4,321,2609908575274270 ,1/1/2024 0:00,1/1/2024 0:00,856,11,,,76,21,28.5,3.4,0,5,37.4,Mobile,Globe Taxi,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.9386662,-87.71121059,POINT (-87.7112105933 41.9386661962)
001b5b7f8e7c8a8bb27ad64a3ef06edb9e3078af,61d83eb1d34ccd8dac5bdd962bc13e2ac077b0c7ecbf1d0da9b3153b3c01a3d2cc602501919974096100cf70f1621caaf3f8c2510c45748d78c279b67d9bf0cf,761,3540947349390960 ,1/9/2024 13:30,1/9/2024 13:45,1680,16.8,17031980000,17031081500,76,8,60.75,0,0,6,66.75,Cash,Globe Taxi,41.97907082,-87.90303966,POINT (-87.9030396611 41.9790708201),41.89250778,-87.62621491,POINT (-87.6262149064 41.8925077809)
001b928f5570cdc9c66691c4b6663b9ba60d4823,a7aaa6374b9f88b5fd31a1106378dffccb77e1261bc57ab9cc637b2a7510c5e8a88b8723d5a03c8183c10d7420440696fd6eb16207498555d2f532ef2e8461b9,525,3557046386585610 ,1/30/2024 12:00,1/30/2024 12:15,923,4.22,17031838200,17031081201,28,8,14.5,0,0,0,14.5,Cash,Flash Cab,41.870415,-87.67508562,POINT (-87.6750856208 41.8704150003),41.89915561,-87.62621053,POINT (-87.6262105324 41.8991556134)
001b98240decab290abc977f301bbd51498c48f7,de9289a1fce135051f6e9206044f8211c86a1a6acd68d49f5243daf441e5d96a7b2342a772a6742563c106008456e926f00d13cb2f78a9cf46cd31d9b520ebb2,601,4035349041717 ,1/5/2024 23:00,1/5/2024 23:15,706,5.14,,,6,32,14.51,3.78,0,0,18.29,Mobile,Flash Cab,41.9442266,-87.65599818,POINT (-87.6559981815 41.9442266014),41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841)
001bb91c281694a2876b850a6844e366f2183c3b,25f40708f1de16d9858079e4e77bf3aa9d6062e0dce40dd111ccd12f3715bba1dbf75786b306be0181ecff03a01f30bfb1b0f58c7b1bcd2a574ca6abb610b553,88,576692547580 ,1/3/2024 8:15,1/3/2024 8:30,338,0.86,17031320100,17031280100,32,28,5.75,1,0,0,7.25,Credit Card,Medallion Leasin,41.88498719,-87.62099291,POINT (-87.6209929134 41.8849871918),41.88530002,-87.64280847,POINT (-87.6428084655 41.8853000224)
001bd56eec0e3a3925339d918e89e072a8755c6b,ca30b49aab641fe71294a9b03b991b968c7f3e47e1169140822a128e8a2519736f5b12b38680410ecc3a222a14cd4a610b462a88eecfe74a3084eabf8b794565,326,30108916390003 ,1/24/2024 15:15,1/24/2024 16:15,3180,11.17,17031839100,17031980100,32,56,32.5,11.1,0,4,48.1,Credit Card,Sun Taxi,41.88099447,-87.63274649,POINT (-87.6327464887 41.8809944707),41.78599852,-87.75093429,POINT (-87.7509342894 41.785998518)
001bdc8c84fb790216e402d5e22171bdf5de38f8,1196baed4ac6d505b1570924ec0cfd186711562a12627811045d57fbbc6e9d2aa8b5cd89e0a8b0abecd9bf69011a5a43f06265221d13ffe3d602354c5595f441,834,349160019478207 ,1/20/2024 16:30,1/20/2024 16:30,236,0.28,17031320100,17031320400,32,32,4.5,0,0,0,4.5,Cash,5 Star Taxi,41.88498719,-87.62099291,POINT (-87.6209929134 41.8849871918),41.87740612,-87.62197165,POINT (-87.6219716519 41.8774061234)
001c206dddf03a4b1184634ece692f187f8ca03a,adb1e1b4e93c57a7e73d1b5d9e6dc06401765d246a9712c5a9682333d1964ac982e2ff0b90569025b69e2fc841b4b39b3eda4dda9b11fee9b9d503785a4a3c31,215,4999057670701630000 ,1/20/2024 12:30,1/20/2024 12:45,1285,7.37,,,28,25,21.75,4.45,0,0,26.2,Prcard,Flash Cab,41.87400538,-87.66351755,POINT (-87.6635175498 41.874005383),41.89060885,-87.75604671,POINT (-87.7560467111 41.8906088526)
001c32c92b70a4558194a67be06a5cc325ecb742,c0bc00deb27bf4840629b0d6d7c43822b8783db887163ce91c4643add1fdd3aad85b1238f57500e2017ce90a2505973d227f5bf136717d6f40d966c0a74c5024,874,4067818736055 ,1/20/2024 12:45,1/20/2024 12:45,390,0.83,17031081201,17031081403,8,8,6,1.3,0,0,7.8,Mobile,City Service,41.89915561,-87.62621053,POINT (-87.6262105324 41.8991556134),41.89092203,-87.61886836,POINT (-87.6188683546 41.8909220259)
001c3a1ef1b35ccac99065934db0f6dfba02650f,8da9e1d18757022c6a6a614fc2d38483e38aae441feff500095a83ebc68006cf88329f2c28e35ba92ead14037739f9971a8a2852f946ebc59d0160c4f1104ec8,582,676266788931 ,1/25/2024 17:00,1/25/2024 18:00,3301,18.3,17031081401,17031980000,8,76,45.75,11.56,0,0,57.81,Credit Card,Sun Taxi,41.89503345,-87.61971067,POINT (-87.6197106717 41.8950334495),41.97907082,-87.90303966,POINT (-87.9030396611 41.9790708201)
001c52385d7bd4c8e9161991de6fc23f74a4e7b7,6dede8a3b45df5a6a63ee10e03bf0f12570e04bcd1aff6760f7aeaf4e28460a739af24dccfff933a89ede9a1cfc8b5e11f064d4c3728c1552e0f4f9c1684119d,171,4122885897532780000 ,1/2/2024 5:45,1/2/2024 6:15,1822,14.86,,,76,6,38.75,8.65,0,4,51.9,Credit Card,Chicago Independents,41.98026432,-87.9136246,POINT (-87.913624596 41.9802643146),41.9442266,-87.65599818,POINT (-87.6559981815 41.9442266014)
001cbca9d2fc0948c1d8adf1aaffdd4c3198acf1,b3db2338ef61da4928f751b253fc10fcb116717e299cd4ea2aaef8e13df69da3b5d97b8e4fa122a8c4da73f896d6f0f3c300d3190fd4d0c37b0fac40966a9e58,531,4188742412351530 ,1/17/2024 10:45,1/17/2024 10:45,435,1.3,17031330100,17031839100,33,32,9,1.67,0,0,10.67,Mobile,Flash Cab,41.85934972,-87.61735801,POINT (-87.6173580061 41.859349715),41.88099447,-87.63274649,POINT (-87.6327464887 41.8809944707)
001cc32940e4e10c7fbd1b99cae1c360834e17fb,5f337925e215d6ea2d9b444d0d02af68ee51437bdb49db236b331bb95fdc7c538bf04609b2a6af0ba221d965bac63bedaf0203e28e30c33273b2d3b88ab1961a,102,6514537969170470 ,1/3/2024 16:30,1/3/2024 16:30,60,0,17031081600,17031081600,8,8,3.25,0,0,44.5,47.75,Cash,Taxi Affiliation Services,41.89207264,-87.62887416,POINT (-87.6288741572 41.8920726347),41.89207264,-87.62887416,POINT (-87.6288741572 41.8920726347)
001ce3ace83f522810340110026f0fef8d57e141,f42c343b2e5a642cf852ee906135b0c877481a9154453641617f6f841cf18e12034aacb687e7e5a4b735137074fc670e029007781414c678ae21f72bd4469b49,598,6500537777289610 ,1/5/2024 9:00,1/5/2024 9:15,752,2.12,17031281900,17031081401,28,8,9.5,0,0,0,9.5,Prcard,City Service,41.87925508,-87.642649,POINT (-87.642648998 41.8792550844),41.89503345,-87.61971067,POINT (-87.6197106717 41.8950334495)
001d052268a69478d105fd1267ed0f38a3459d1c,813f13e9ed00615788ec81497e9585ef6ae4993a4491b8a6df14651b9b115b621096b4b77745a3f3fe79cf7ea63ee74731c5142de6476709c61f397dca53cfaa,749,345279489330062 ,1/28/2024 17:30,1/28/2024 17:30,210,0.82,17031320400,17031839100,32,32,5.25,0,0,2,7.25,Cash,5 Star Taxi,41.87740612,-87.62197165,POINT (-87.6219716519 41.8774061234),41.88099447,-87.63274649,POINT (-87.6327464887 41.8809944707)
001d421f9fa57cc2af2c577d9021d655f9506b8a,9fcefcaa49ef3229c8e75e02120101fbd92b329677ceeaa8b4c09e6615d1e8efd83e4381df8131d68ad62b085cdd2e3325dd2ac25c161f8edce3f03e4dea4713,210,2709938983017820 ,1/24/2024 16:00,1/24/2024 16:00,416,1.09,17031081500,17031080100,8,8,9,2.22,0,0,11.22,Mobile,Globe Taxi,41.89250778,-87.62621491,POINT (-87.6262149064 41.8925077809),41.90752008,-87.6266589,POINT (-87.6266589003 41.9075200747)
001d4441697c07070b3078b583b607f2d237aeab,02f11605ad05d68d8135072d00215960282c16eb333e61933ac2cb7ca0266f4e23610592428ae2cb07d1993f4d33ae331250535fa8b8d568d1d56bc861e176a5,855,3500547400805490 ,1/5/2024 19:45,1/5/2024 19:45,608,1.95,,,32,8,8.75,0,0,0,8.75,Cash,Medallion Leasin,41.87886558,-87.62519214,POINT (-87.6251921424 41.8788655841),41.89960211,-87.63330804,POINT (-87.6333080367 41.899602111)
